CustomerID,FirstName,LastName,BirthDate,Education,Occupation,Gender,MaritalStatus,NumberCarsOwned,NumberChildrenAtHome,YearlyIncome,BikeBuyer
11054,Deanna,Munoz,3/10/1952 12:00:00 AM,Partial College,Skilled Manual,F,M,2,0,50018,0
11055,Gilbert,Raje,3/5/1952 12:00:00 AM,Partial College,Skilled Manual,M,M,2,0,53459,0
11056,Michele,Nath,4/3/1953 12:00:00 AM,Partial College,Skilled Manual,F,M,2,0,38588,0
11057,Carl,Andersen,10/12/1953 12:00:00 AM,Graduate Degree,Management,M,M,2,0,119540,0
11058,Marc,Diaz,4/27/1954 12:00:00 AM,Partial College,Skilled Manual,M,M,2,0,119982,0
11059,Ashlee,Andersen,4/1/1954 12:00:00 AM,Partial College,Skilled Manual,F,S,2,0,86953,0
11060,Jon,Zhou,3/17/1954 12:00:00 AM,Partial College,Skilled Manual,M,M,2,0,116368,0
11061,Todd,Gao,2/27/1954 12:00:00 AM,Partial College,Skilled Manual,M,M,2,0,110712,1
11062,Noah,Powell,9/2/1975 12:00:00 AM,High School,Skilled Manual,M,M,2,0,52145,0
11063,Angela,Murphy,4/7/1975 12:00:00 AM,High School,Skilled Manual,F,S,2,0,49609,0
11064,Chase,Reed,12/7/1975 12:00:00 AM,High School,Skilled Manual,M,M,2,0,58306,0
11065,Jessica,Henderson,10/9/1973 12:00:00 AM,Partial College,Skilled Manual,F,M,2,0,73388,1
11066,Grace,Butler,11/27/1973 12:00:00 AM,Partial College,Professional,F,M,2,0,61686,0
11067,Caleb,Carter,9/25/1976 12:00:00 AM,Partial College,Professional,M,S,2,0,96049,1
11070,Willie,Raji,4/5/1955 12:00:00 AM,High School,Skilled Manual,M,M,2,0,109883,0
11071,Linda,Serrano,6/26/1955 12:00:00 AM,High School,Skilled Manual,F,S,2,0,106718,0
11072,Casey,Luo,2/6/1955 12:00:00 AM,High School,Skilled Manual,F,S,2,0,97646,0
11073,Amy,Ye,8/14/1956 12:00:00 AM,High School,Skilled Manual,F,S,2,0,58916,0
11074,Levi,Arun,8/28/1956 12:00:00 AM,High School,Skilled Manual,M,S,2,0,93934,0
11075,Felicia,Jimenez,11/16/1957 12:00:00 AM,High School,Professional,F,S,2,0,99137,0
11076,Blake,Anderson,7/13/1957 12:00:00 AM,High School,Professional,M,S,2,0,112044,0
11077,Leah,Ye,9/19/1957 12:00:00 AM,High School,Professional,F,S,2,0,108728,0
11078,Gina,Martin,1/10/1974 12:00:00 AM,High School,Professional,F,S,2,0,49084,1
11079,Donald,Gonzalez,3/11/1959 12:00:00 AM,Graduate Degree,Management,M,S,2,0,172444,0
11080,Damien,Chander,7/17/1959 12:00:00 AM,Graduate Degree,Management,M,M,2,0,181590,1
11081,Savannah,Baker,7/24/1966 12:00:00 AM,Bachelors,Management,F,M,3,2,148109,0
11082,Angela,Butler,8/4/1966 12:00:00 AM,Graduate Degree,Management,F,S,3,1,149717,1
11083,Alyssa,Cox,3/15/1966 12:00:00 AM,Graduate Degree,Management,F,M,3,1,163913,1
11085,Emily,Johnson,7/19/1957 12:00:00 AM,High School,Professional,F,S,2,0,66900,0
11086,Ryan,Brown,12/23/1957 12:00:00 AM,Partial College,Professional,M,M,0,1,97834,0
11088,Hunter,Davis,11/25/1957 12:00:00 AM,Bachelors,Management,M,M,0,1,129910,0
11089,Abigail,Price,2/5/1957 12:00:00 AM,Bachelors,Management,F,S,1,1,91729,1
11090,Trevor,Bryant,12/17/1957 12:00:00 AM,Partial College,Professional,M,S,1,0,113883,0
11091,Dalton,Perez,4/4/1957 12:00:00 AM,Partial College,Professional,M,M,1,0,112820,0
11093,Aimee,He,9/10/1967 12:00:00 AM,Graduate Degree,Management,F,M,0,0,106839,0
11094,Cedric,Ma,4/1/1962 12:00:00 AM,Partial College,Skilled Manual,M,S,1,0,88887,1
11095,Chad,Kumar,9/1/1962 12:00:00 AM,Partial College,Skilled Manual,M,S,1,0,108740,0
11096,Andrés,Anand,8/10/1962 12:00:00 AM,Bachelors,Professional,M,M,1,0,106971,1
11097,Edwin,Nara,10/27/1961 12:00:00 AM,Partial College,Skilled Manual,M,M,1,0,98519,0
11098,Mallory,Rubio,5/1/1961 12:00:00 AM,Partial College,Skilled Manual,F,S,1,0,82707,0
11099,Adam,Ross,3/8/1961 12:00:00 AM,Bachelors,Professional,M,M,1,0,103866,1
11100,Latasha,Navarro,9/15/1960 12:00:00 AM,Partial College,Skilled Manual,F,S,1,0,66520,0
11101,Abby,Sai,5/8/1965 12:00:00 AM,Bachelors,Professional,F,S,1,0,75270,1
11102,Julia,Nelson,4/21/1965 12:00:00 AM,Bachelors,Professional,F,S,4,5,95167,1
11103,Cassie,Chande,10/17/1964 12:00:00 AM,Bachelors,Professional,F,S,1,0,85087,0
11104,Edgar,Sara,3/11/1964 12:00:00 AM,Bachelors,Professional,M,M,1,0,102445,0
11105,Candace,Fernandez,12/28/1964 12:00:00 AM,Bachelors,Professional,F,S,1,0,88445,0
11106,Jessie,Liu,9/11/1964 12:00:00 AM,Bachelors,Professional,M,S,1,0,97782,1
11107,Bianca,Lin,9/9/1959 12:00:00 AM,Bachelors,Professional,F,M,1,0,117317,1
11109,Ruben,Kapoor,11/5/1963 12:00:00 AM,Bachelors,Professional,M,S,2,0,106891,1
11110,Curtis,Yang,6/6/1962 12:00:00 AM,Partial College,Skilled Manual,M,M,1,0,77012,1
11111,Meredith,Gutierrez,2/23/1962 12:00:00 AM,Partial College,Skilled Manual,F,M,1,0,62702,1
11112,Crystal,Wang,9/9/1962 12:00:00 AM,Partial College,Skilled Manual,F,M,1,0,73151,0
11113,Micheal,Blanco,2/21/1962 12:00:00 AM,Bachelors,Professional,M,M,2,4,104220,1
11115,Alvin,Cai,2/12/1962 12:00:00 AM,Partial College,Skilled Manual,M,M,2,4,93330,1
11116,Clinton,Carlson,10/7/1962 12:00:00 AM,Partial College,Skilled Manual,M,M,2,4,86770,1
11117,April,Deng,2/21/1961 12:00:00 AM,Partial College,Skilled Manual,F,M,3,4,73276,1
11119,Evan,James,4/10/1935 12:00:00 AM,Partial College,Clerical,M,S,2,0,51078,0
11120,Beth,Jiménez,8/9/1936 12:00:00 AM,Bachelors,Management,F,S,1,0,52280,0
11122,Byron,Vazquez,4/2/1960 12:00:00 AM,Partial College,Skilled Manual,M,M,3,4,88615,0
11123,Philip,Alvarez,6/20/1960 12:00:00 AM,Partial College,Skilled Manual,M,M,3,4,102114,1
11124,Ross,Jordan,7/27/1957 12:00:00 AM,Partial College,Skilled Manual,M,S,1,0,106875,1
11125,Dana,Navarro,4/8/1956 12:00:00 AM,Partial College,Skilled Manual,F,S,1,0,65730,0
11126,Shaun,Carson,4/7/1949 12:00:00 AM,High School,Skilled Manual,M,M,2,1,32857,0
11127,Jan,Edwards,10/21/1975 12:00:00 AM,High School,Skilled Manual,F,M,1,0,46078,0
11129,Julia,Wright,8/5/1975 12:00:00 AM,High School,Skilled Manual,F,S,1,0,32122,0
11130,Caroline,Russell,1/6/1980 12:00:00 AM,High School,Skilled Manual,F,M,2,0,34879,0
11131,Amanda,Rivera,3/12/1980 12:00:00 AM,High School,Skilled Manual,F,M,2,0,39266,0
11132,Melissa,Richardson,10/26/1980 12:00:00 AM,High School,Skilled Manual,F,S,2,0,44139,0
11133,Angela,Griffin,9/8/1980 12:00:00 AM,Partial High School,Clerical,F,S,2,0,37010,0
11134,Larry,Townsend,2/26/1946 12:00:00 AM,High School,Skilled Manual,M,S,2,0,26209,1
11135,Marcus,Harris,11/3/1979 12:00:00 AM,Partial High School,Clerical,M,S,2,0,64613,0
11136,Brianna,Morgan,10/26/1978 12:00:00 AM,High School,Skilled Manual,F,S,2,0,38527,0
11137,Jasmine,Taylor,7/20/1978 12:00:00 AM,High School,Skilled Manual,F,M,2,0,42811,0
11138,Lauren,Davis,9/15/1978 12:00:00 AM,High School,Skilled Manual,F,M,2,0,48772,0
11139,Tanya,Moreno,11/9/1938 12:00:00 AM,Partial College,Clerical,F,S,2,0,27610,0
11140,Javier,Alvarez,2/11/1977 12:00:00 AM,Partial High School,Clerical,M,S,2,0,64633,0
11141,Nicole,Ramirez,6/21/1977 12:00:00 AM,High School,Skilled Manual,F,M,2,0,32916,0
11142,Eduardo,Patterson,8/14/1977 12:00:00 AM,High School,Skilled Manual,M,S,2,0,63488,1
11144,Edward,Hernandez,9/9/1979 12:00:00 AM,High School,Skilled Manual,M,S,2,0,54938,0
11145,Jasmine,Coleman,12/8/1979 12:00:00 AM,High School,Skilled Manual,F,S,2,0,29691,0
11146,Karla,Goel,8/26/1939 12:00:00 AM,Bachelors,Management,F,S,2,0,66934,0
11147,Ernest,Wu,2/5/1939 12:00:00 AM,Graduate Degree,Management,M,M,1,0,124211,0
11148,Ross,Vazquez,8/16/1941 12:00:00 AM,Bachelors,Management,M,M,2,0,63251,0
11149,Theodore,Gill,4/20/1941 12:00:00 AM,Bachelors,Management,M,M,2,0,82448,0
11150,Russell,Shen,3/15/1941 12:00:00 AM,Bachelors,Management,M,S,2,0,77855,0
11151,Melinda,Gill,2/25/1942 12:00:00 AM,Graduate Degree,Management,F,S,1,0,94385,0
11152,James,Williams,1/10/1976 12:00:00 AM,High School,Skilled Manual,M,S,2,0,62553,1
11153,Angela,James,6/23/1976 12:00:00 AM,High School,Skilled Manual,F,M,2,0,37229,0
11154,Megan,Walker,8/21/1976 12:00:00 AM,Partial College,Skilled Manual,F,S,1,0,33375,0
11155,Hunter,Robinson,1/26/1976 12:00:00 AM,Partial College,Skilled Manual,M,S,1,0,60713,1
11157,Hannah,Long,6/11/1975 12:00:00 AM,High School,Skilled Manual,F,M,2,0,45639,0
11158,Jason,Wright,10/8/1975 12:00:00 AM,High School,Skilled Manual,M,S,2,0,57274,0
11159,Brianna,Hughes,9/17/1975 12:00:00 AM,High School,Skilled Manual,F,S,2,0,32033,0
11160,Maurice,Tang,1/8/1974 12:00:00 AM,Partial College,Skilled Manual,M,S,1,0,54434,0
11161,Emily,Wood,4/22/1974 12:00:00 AM,Partial College,Skilled Manual,F,S,1,0,46024,1
11163,Gabriel,Wang,12/20/1974 12:00:00 AM,Partial College,Skilled Manual,M,M,1,0,56829,0
11164,Devin,Brooks,5/5/1974 12:00:00 AM,Partial College,Skilled Manual,M,S,1,0,48946,1
11165,Jocelyn,Alexander,7/18/1973 12:00:00 AM,Partial College,Skilled Manual,F,M,1,0,89154,0
11166,Ashley,Martinez,4/24/1972 12:00:00 AM,Partial College,Skilled Manual,F,S,2,0,70041,1
11169,Bryce,Richardson,6/22/1968 12:00:00 AM,Bachelors,Management,M,M,1,4,116323,1
11170,Carol,Howard,2/5/1968 12:00:00 AM,Bachelors,Management,F,M,1,4,104668,1
11171,Jonathan,Hill,10/9/1967 12:00:00 AM,Bachelors,Management,M,S,2,0,128776,1
11173,Sarah,Thomas,9/1/1967 12:00:00 AM,Graduate Degree,Management,F,S,4,0,151318,0
11174,Nicholas,Robinson,7/13/1967 12:00:00 AM,Graduate Degree,Management,M,M,0,1,183231,1
11175,Luis,Wang,3/5/1963 12:00:00 AM,Partial College,Skilled Manual,M,S,2,0,98032,1
11176,Mason,Roberts,1/25/1968 12:00:00 AM,Bachelors,Management,M,M,1,4,140875,1
11177,Jose,Flores,7/4/1942 12:00:00 AM,Graduate Degree,Management,M,M,2,4,185657,1
11179,Molly,Rodriguez,6/14/1943 12:00:00 AM,Graduate Degree,Management,F,M,3,4,141844,0
11180,April,Anand,1/2/1943 12:00:00 AM,Bachelors,Management,F,M,4,3,145176,1
11181,Devin,Martin,8/8/1943 12:00:00 AM,Graduate Degree,Management,M,M,2,3,184504,0
11182,Stephanie,Torres,8/25/1944 12:00:00 AM,Bachelors,Management,F,S,2,0,80891,0
11183,Jasmine,Lee,7/15/1944 12:00:00 AM,Bachelors,Management,F,S,2,0,90366,1
11184,Meghan,Hernandez,11/16/1944 12:00:00 AM,Bachelors,Management,F,S,2,0,91037,0
11185,Ashley,Henderson,10/8/1944 12:00:00 AM,Bachelors,Management,F,S,2,0,83404,0
11186,Sarah,Price,5/21/1944 12:00:00 AM,Bachelors,Management,F,S,2,0,79819,0
11187,Jennifer,Cooper,2/22/1944 12:00:00 AM,Graduate Degree,Management,F,M,2,0,85829,0
11188,Catherine,Morris,9/6/1944 12:00:00 AM,Graduate Degree,Management,F,M,2,0,104279,0
11189,Lawrence,Blanco,7/15/1944 12:00:00 AM,Graduate Degree,Management,M,S,2,0,121950,0
11190,Carson,Bryant,6/22/1944 12:00:00 AM,Bachelors,Management,M,M,2,0,95877,0
11191,Kristi,Perez,12/18/1945 12:00:00 AM,Bachelors,Management,F,S,3,0,80055,0
11192,James,Brown,9/13/1945 12:00:00 AM,Bachelors,Management,M,M,2,0,112289,0
11193,Ian,Gray,2/13/1945 12:00:00 AM,Bachelors,Management,M,M,2,0,111071,0
11194,Jacqueline,Price,6/10/1945 12:00:00 AM,Bachelors,Management,F,M,2,0,89692,0
11195,Megan,Henderson,2/10/1946 12:00:00 AM,Bachelors,Management,F,M,3,0,86347,0
11196,Alfredo,Romero,6/7/1946 12:00:00 AM,Bachelors,Management,M,M,3,0,96935,0
11197,Andrea,Morris,6/18/1946 12:00:00 AM,Bachelors,Management,F,M,1,1,86749,1
11198,Brooke,Sanders,11/26/1946 12:00:00 AM,Bachelors,Management,F,S,1,1,84010,0
11199,Jacqueline,Bennett,11/6/1946 12:00:00 AM,Bachelors,Management,F,M,1,1,81296,0
11200,Jason,Griffin,11/22/1947 12:00:00 AM,Bachelors,Management,M,M,1,1,101131,1
11201,Amanda,Foster,8/18/1947 12:00:00 AM,Bachelors,Management,F,M,1,1,83256,0
11202,Alexia,Price,8/26/1947 12:00:00 AM,Bachelors,Management,F,M,2,0,96418,0
11203,Luis,Diaz,8/21/1948 12:00:00 AM,High School,Professional,M,M,2,1,55404,0
11204,Destiny,Rivera,6/1/1948 12:00:00 AM,High School,Professional,F,M,2,1,50201,0
11205,Abby,Fernandez,7/24/1948 12:00:00 AM,High School,Professional,F,M,2,1,52116,0
11206,Blake,Flores,9/24/1948 12:00:00 AM,Partial College,Professional,M,M,1,1,96883,0
11208,Maria,Reed,2/4/1948 12:00:00 AM,Bachelors,Management,F,M,0,1,81421,1
11209,Allison,Evans,1/13/1948 12:00:00 AM,Bachelors,Management,F,M,0,1,73189,1
11211,Samantha,Russell,10/12/1949 12:00:00 AM,High School,Professional,F,M,2,1,50320,1
11212,Chloe,Campbell,11/5/1949 12:00:00 AM,High School,Professional,F,M,2,1,48200,0
11213,Stephanie,Murphy,5/14/1949 12:00:00 AM,Partial College,Professional,F,S,2,1,69431,0
11214,Charles,Miller,11/7/1949 12:00:00 AM,Partial College,Professional,M,S,2,1,91233,0
11216,Jasmine,Torres,5/20/1950 12:00:00 AM,Partial College,Professional,F,S,2,1,79388,0
11217,Natalie,Adams,2/11/1950 12:00:00 AM,Partial College,Professional,F,S,2,1,81490,1
11219,Charles,Cook,12/2/1950 12:00:00 AM,High School,Professional,M,M,2,1,88557,0
11220,Erica,Huang,2/23/1950 12:00:00 AM,Partial College,Professional,F,M,1,1,98934,0
11221,Nathan,Perry,6/10/1950 12:00:00 AM,Partial College,Professional,M,M,1,2,107014,0
11222,Alexandra,Rivera,8/17/1950 12:00:00 AM,Bachelors,Management,F,M,1,1,97838,0
11223,Hailey,Patterson,9/16/1951 12:00:00 AM,High School,Professional,F,S,2,1,93756,1
11224,Tiffany,Li,9/6/1951 12:00:00 AM,High School,Professional,F,S,2,1,58807,0
11225,Madison,Lee,2/16/1951 12:00:00 AM,Partial College,Professional,F,M,1,1,75300,0
11226,Sydney,Ross,9/27/1951 12:00:00 AM,Partial College,Professional,F,M,1,1,69781,0
11227,Marshall,Chavez,8/12/1951 12:00:00 AM,Partial College,Professional,M,S,2,1,107126,1
11228,Ashley,Jones,4/19/1951 12:00:00 AM,Partial College,Professional,F,M,2,1,83120,1
11229,Adrian,Stewart,12/3/1951 12:00:00 AM,Partial College,Professional,M,S,1,2,79403,0
11230,Amber,Turner,4/3/1951 12:00:00 AM,Partial College,Professional,F,M,2,2,82373,0
11231,Dennis,Zhang,11/14/1952 12:00:00 AM,High School,Professional,M,M,2,1,82678,0
11232,Hailey,Bryant,9/27/1952 12:00:00 AM,High School,Professional,F,M,2,1,89815,1
11233,Todd,Li,9/9/1952 12:00:00 AM,Partial College,Professional,M,M,2,2,95975,0
11234,Anna,Griffin,11/19/1952 12:00:00 AM,Partial College,Professional,F,S,2,2,81567,1
11235,Angel,Stewart,2/8/1952 12:00:00 AM,Partial College,Professional,M,M,2,2,97258,0
11236,Jeremy,Butler,3/5/1952 12:00:00 AM,Partial College,Professional,M,S,2,2,104005,1
11237,Clarence,Anand,9/23/1958 12:00:00 AM,Bachelors,Management,M,S,4,3,164291,1
11238,Mayra,Prasad,8/10/1958 12:00:00 AM,Bachelors,Management,F,S,4,3,138418,1
11239,Latoya,Goel,10/6/1958 12:00:00 AM,Partial College,Professional,F,M,2,4,123475,0
11240,Anne,Hernandez,12/11/1958 12:00:00 AM,Partial College,Professional,F,M,4,3,136555,1
11241,Lisa,Cai,10/11/1957 12:00:00 AM,Partial College,Professional,F,S,4,3,114730,1
11242,Larry,Munoz,11/11/1957 12:00:00 AM,Partial College,Professional,M,M,3,4,160265,1
11243,Robin,Alvarez,10/9/1957 12:00:00 AM,Partial College,Professional,F,M,3,3,131035,0
11244,Alexis,Coleman,11/26/1957 12:00:00 AM,Bachelors,Management,F,S,3,3,139552,1
11245,Ricky,Vazquez,10/27/1956 12:00:00 AM,High School,Professional,M,M,4,4,154573,1
11246,Latasha,Rubio,10/9/1956 12:00:00 AM,High School,Professional,F,M,4,4,136970,0
11248,Tristan,Alexander,3/26/1955 12:00:00 AM,Partial College,Professional,M,M,4,4,165394,1
11249,Cindy,Patel,7/13/1955 12:00:00 AM,Partial College,Professional,F,M,3,4,128534,1
11250,Shannon,Liu,3/12/1955 12:00:00 AM,High School,Professional,F,M,2,4,140179,0
11251,Xavier,Long,7/4/1932 12:00:00 AM,High School,Professional,M,S,2,0,50003,0
11252,Nicholas,Thompson,6/7/1932 12:00:00 AM,Graduate Degree,Management,M,S,1,0,139004,0
11253,José,Hernandez,2/28/1933 12:00:00 AM,Graduate Degree,Management,M,M,2,0,127974,0
11254,Johnathan,Vance,3/3/1933 12:00:00 AM,Graduate Degree,Management,M,M,2,0,101550,0
11256,Katelyn,Hernandez,9/20/1933 12:00:00 AM,Graduate Degree,Management,F,M,2,0,88902,0
11257,Jacqueline,Powell,1/6/1933 12:00:00 AM,Graduate Degree,Management,F,S,4,2,146565,0
11259,Victoria,Stewart,3/27/1965 12:00:00 AM,Partial College,Professional,F,M,4,1,96421,0
11260,Katelyn,Kelly,4/12/1965 12:00:00 AM,Bachelors,Management,F,M,3,2,127739,1
11261,Stephanie,Collins,4/24/1965 12:00:00 AM,Graduate Degree,Management,F,M,1,2,154474,0
11262,Jennifer,Simmons,5/4/1964 12:00:00 AM,Bachelors,Management,F,M,0,3,97283,0
11263,Trinity,Richardson,9/11/1964 12:00:00 AM,Partial College,Professional,F,M,3,5,104042,0
11264,Eduardo,Martin,6/17/1964 12:00:00 AM,Partial College,Professional,M,S,3,5,122978,1
11265,Elizabeth,Jones,7/13/1964 12:00:00 AM,Partial College,Professional,F,M,3,5,91607,1
11266,Taylor,Howard,5/5/1964 12:00:00 AM,Partial College,Professional,F,S,1,0,98748,0
11267,David,Diaz,10/2/1964 12:00:00 AM,Partial College,Professional,M,S,4,2,169568,1
11268,Katelyn,Carter,5/3/1964 12:00:00 AM,Graduate Degree,Management,F,M,2,2,145275,0
11269,Ryan,Foster,10/13/1964 12:00:00 AM,Graduate Degree,Management,M,M,2,2,173834,1
11270,Robert,Lee,5/4/1964 12:00:00 AM,Graduate Degree,Management,M,M,3,2,180861,1
11271,Danielle,Reed,6/5/1964 12:00:00 AM,Bachelors,Management,F,S,4,0,141306,1
11272,Lauren,Martinez,11/10/1956 12:00:00 AM,Partial College,Professional,F,S,0,3,72083,1
11273,Nathan,Lal,10/1/1956 12:00:00 AM,Partial College,Professional,M,M,0,1,116585,0
11274,Kyle,Foster,4/12/1934 12:00:00 AM,Graduate Degree,Management,M,M,2,0,75549,0
11275,Jenny,Rai,1/18/1934 12:00:00 AM,Graduate Degree,Management,F,M,2,0,112925,0
11276,Nancy,Chapman,9/19/1963 12:00:00 AM,Partial College,Professional,F,M,2,3,102901,1
11277,Charles,Jackson,6/10/1963 12:00:00 AM,Partial College,Professional,M,M,2,3,125463,1
11279,Amanda,Cook,9/12/1963 12:00:00 AM,Partial College,Professional,F,M,1,0,86138,0
11280,Robert,Collins,8/21/1963 12:00:00 AM,Partial College,Professional,M,M,1,0,125485,1
11281,Megan,Barnes,10/10/1963 12:00:00 AM,Bachelors,Management,F,S,4,2,127801,1
11282,Christian,Thomas,1/16/1962 12:00:00 AM,Partial College,Professional,M,M,4,4,105527,1
11283,Arturo,Lal,10/26/1962 12:00:00 AM,Bachelors,Management,M,M,2,3,155993,1
11286,Hunter,Griffin,3/3/1962 12:00:00 AM,Graduate Degree,Management,M,M,4,0,169863,0
11287,Henry,Garcia,1/16/1961 12:00:00 AM,Partial College,Professional,M,M,3,4,97392,1
11289,Maria,Carter,3/7/1961 12:00:00 AM,Bachelors,Management,F,M,1,3,123794,1
11290,Katelyn,Sanchez,8/18/1961 12:00:00 AM,Bachelors,Management,F,M,3,3,145642,1
11291,Jenna,Wright,5/5/1961 12:00:00 AM,Bachelors,Management,F,M,3,3,130738,0
11292,Seth,Phillips,11/5/1961 12:00:00 AM,Partial College,Professional,M,S,3,2,150167,1
11293,Luke,Long,5/27/1955 12:00:00 AM,High School,Professional,M,S,2,0,96447,1
11294,Dalton,Clark,9/3/1955 12:00:00 AM,High School,Professional,M,M,2,0,92889,0
11295,Taylor,Lewis,5/16/1954 12:00:00 AM,Partial High School,Skilled Manual,F,S,2,0,89097,1
11296,Haley,Richardson,10/7/1935 12:00:00 AM,Graduate Degree,Management,F,S,2,0,82760,0
11297,Noah,Coleman,2/2/1935 12:00:00 AM,Graduate Degree,Management,M,S,2,0,109129,0
11298,Jon,Luo,3/3/1935 12:00:00 AM,Graduate Degree,Management,M,M,2,0,112116,0
11299,Orlando,Vazquez,4/1/1936 12:00:00 AM,Graduate Degree,Management,M,M,2,0,117520,0
11300,Fernando,Barnes,3/3/1960 12:00:00 AM,Partial College,Professional,M,M,3,4,122139,1
11301,Cameron,Rodriguez,6/9/1960 12:00:00 AM,Partial College,Professional,M,M,4,4,127971,1
11302,Spencer,Russell,12/12/1960 12:00:00 AM,High School,Professional,M,S,3,3,121401,1
11303,Julia,Coleman,10/11/1960 12:00:00 AM,High School,Professional,F,S,3,3,106090,1
11304,Julia,Garcia,3/17/1960 12:00:00 AM,Partial College,Professional,F,M,0,3,95526,0
11305,Sean,Evans,6/19/1960 12:00:00 AM,Partial College,Professional,M,M,4,3,156297,0
11306,Micah,Zhou,6/22/1960 12:00:00 AM,Partial College,Professional,M,M,4,3,171700,1
